favorite_count,source,text,in_reply_to_screen_name,is_retweet,created_at,retweet_count,id_str 
2389,Sprout Social,b'\xf0\x9f\x8c\xb9\xf0\x9f\x8f\x88\xf0\x9f\x8c\xb9\xf0\x9f\x8f\x88\xf0\x9f\x8c\xb9 26 years ago tonight I co-headlined the #Superbowl XXVII Half Time Show at the Georgia Dome in Atlanta!! https://t.co/Gqf77diADX',,False,Mon Feb 03 00:14:47 +0000 2020,250,b'1224124032246861825'
7283,Twitter for iPhone,"b'Do your best to be especially kind to retail workers, from pharmacies to grocery stores and everything in between.\xe2\x80\xa6 https://t.co/pBA40djEmj'",,False,Fri Mar 13 01:33:16 +0000 2020,1548,b'1238276912671100930'
823,Twitter Web App,b'Trump on Pompeo berating NPR reporter for asking about Ukraine: \xe2\x80\x9cThat reporter couldn\xe2\x80\x99t have done too good a job on\xe2\x80\xa6 https://t.co/2ybe2wawbQ',,False,Tue Jan 28 17:33:00 +0000 2020,246,b'1222210981830504449'
2235,Twitter for iPhone,b'ok race is on for writing a corona v song I nominate myself https://t.co/JeC4BZTCbz',,False,Fri Mar 06 19:01:05 +0000 2020,525,b'1236003886961434626'
2465,Twitter for iPhone,b'BREAKING: The ACTU is calling on the Federal Government to urgently legislate for 2 weeks paid \xe2\x80\x9cspecial leave\xe2\x80\x9d for\xe2\x80\xa6 https://t.co/gRukyc3Ge8',,False,Wed Mar 11 01:06:34 +0000 2020,839,b'1237545417920802816'
5187,Twitter for iPhone,b'Matt Gaetz made light of coronavirus by wearing a gas mask. Now one of his constituents has died. https://t.co/K95EJn96GK',,False,Sat Mar 07 23:45:55 +0000 2020,2268,b'1236437955159310336'
15820,Twitter for iPhone,b'So now the President\xe2\x80\x99s Chief of Staff AND his natl security advisor (one of the more conservative people I have eve\xe2\x80\xa6 https://t.co/D4znMS5zpN',,False,Tue Jan 28 21:14:02 +0000 2020,4936,b'1222266605939245056'
1273,Twitter for iPhone,b'This is the CBS news truck getting towed from the Trump Rally. When you watch this clip what do you notice?\xe2\x80\xa6 https://t.co/q1slGcOYQ1',,False,Tue Jan 28 21:31:51 +0000 2020,788,b'1222271089755283456'
33724,Twitter for iPhone,b'Took in some @Stray_Kids for the afternoon. #Stay tuned to MTV News for something special \xf0\x9f\x96\xa4\xf0\x9f\x91\x80 #StrayKids #\xec\x8a\xa4\xed\x8a\xb8\xeb\xa0\x88\xec\x9d\xb4\xed\x82\xa4\xec\xa6\x88 https://t.co/nJlf7o6zyC',,False,Wed Jan 29 14:56:51 +0000 2020,8177,b'1222534073014542338'
3611,Twitter for iPhone,b'Those are not \xe2\x80\x9cgun rights activists.\xe2\x80\x9d\n\nThose are white supremacist terrorists. https://t.co/LKd0Ea28Sk',,False,Sun Feb 02 05:37:31 +0000 2020,917,b'1223842863827406848'
2476,Twitter for iPhone,"b'Joe Biden\xe2\x80\x99s victory has nothing to do with the establishment. \n\n\xe2\x80\x9cThis is why I love Nicole, tell the truth and sham\xe2\x80\xa6 https://t.co/nbIamQsJMV'",,False,Wed Mar 04 01:54:23 +0000 2020,793,b'1235020735632072705'
487,Twitter for iPhone,b'If the Corona virus removes a fair percentage of elderly UK residents before the end of 2020 (most of whom will hav\xe2\x80\xa6 https://t.co/rlS5lZ5OkO',,False,Thu Feb 27 10:38:26 +0000 2020,110,b'1232978291394596865'
678,Twitter for Android,"b""\xf0\x9f\x8e\xa8 Renjun's Birthday Giveaway \xf0\x9f\x8e\xa8\n\n\xf0\x9f\x9b\x8dRules :\n\xf0\x9f\x9b\x8dFollow me\n\xf0\x9f\x9b\x8dRT this tweet\n\xf0\x9f\x9b\x8dFav (like) this tweet\n\xf0\x9f\x9b\x8dDrop some Renjun pics \n\xf0\x9f\x9b\x8d\xe2\x80\xa6 https://t.co/BHs6zdG2Za""",,False,Sun Mar 08 14:52:11 +0000 2020,516,b'1236666027997564936'
44786,Twitter for iPhone,"b""Whew, y'all Joaquin Phoenix went so far in on #baftasowhite he walked away without his award.\n\nAlso, the best part\xe2\x80\xa6 https://t.co/E9z7CFAROz""",,False,Sun Feb 02 22:54:08 +0000 2020,11595,b'1224103738790465541'
42678,Twitter for iPhone,b'Dear @VP Pence: You need to resign from your coronavirus position with your shameful defense of shameful comments.\xe2\x80\xa6 https://t.co/ynnlKAuh4Q',,False,Sun Mar 01 16:22:55 +0000 2020,12595,b'1234152146611818497'
734,Twitter Web App,b'Delhi CM: Delhi has 3 positive cases and 1 suspected case of corona virus. The 1st patient came in contact with 105\xe2\x80\xa6 https://t.co/prYqJ51Gqv',,False,Sun Mar 08 07:57:38 +0000 2020,121,b'1236561701530513408'
77,Twitter for Android,"b""Thanks twatter for reminding me I'm old https://t.co/vQIKtvTUWE""",,False,Tue Mar 10 07:33:58 +0000 2020,2,b'1237280520427323392'
5451,Twitter Web App,"b'Good evening. Here is the news. \n\n""God save the Queen and Chelsea!""\n\n""ENGLAAAAAAAND!""\n\n""God save the Queen, fuck th\xe2\x80\xa6 https://t.co/YSy6HhxErZ'",,False,Sat Feb 01 00:11:37 +0000 2020,1683,b'1223398461233602566'
11547,Twitter for iPhone,b'a happy virus https://t.co/RH9u2sVVVp',,False,Wed Feb 26 06:11:13 +0000 2020,4653,b'1232548655053361152'
8809,Twitter Web App,"b'THOUSANDS in front of the US Capitol chanting, ""Hey, hey, ho, ho Donald Trump has GOT to GO!""\n\nThis is America.\xe2\x80\xa6 https://t.co/zAcZ8Fy5rL'",,False,Wed Jan 29 19:20:46 +0000 2020,3877,b'1222600489205891073'
16596,Hootsuite Inc.,b'We call on government communication agencies to prioritize public health interests in the light of a possible coron\xe2\x80\xa6 https://t.co/7VtMiJ0zrS',,False,Sun Mar 08 03:15:03 +0000 2020,3124,b'1236490588276523008'
545,Twitter for iPad,b'Reminder on #InternationalWomensDay israel shoots an innocent Palestinian 29yr-old woman multiple times\xe2\x80\xa6 https://t.co/bcnj3yvK4x',,False,Sun Mar 08 21:06:46 +0000 2020,845,b'1236760292174049280'
2298,Twitter for Android,b'Disability services notified last week of a \xe2\x82\xac20million cut to their budget with immediate effect. Meanwhile 18 reti\xe2\x80\xa6 https://t.co/dfQvUueht3',,False,Sat Jan 25 19:56:13 +0000 2020,766,b'1221159860777226248'
2294,Twitter Web Client,"b'Dr. Fauci said the nation cannot process coronavirus tests as quickly, easily or in the same volume as other countr\xe2\x80\xa6 https://t.co/gJatZR3NVi'",,False,Thu Mar 12 21:20:07 +0000 2020,1080,b'1238213202506375168'
652,Twitter for iPhone,"b'#IamEuropean having an EU Tribute evening as we appeoach this terrible deadline! French bread, Italian and Spanish\xe2\x80\xa6 https://t.co/90WGPOXYOy'",,False,Fri Jan 31 22:47:06 +0000 2020,54,b'1223377190156410886'
2025,Twitter for iPhone,b'Watch: More clips from @CBSNews exclusive with President Trump\xe2\x80\x99s choice to lead 17 intelligence agencies\xe2\x80\xa6 https://t.co/dLtMtvRglw',,False,Sun Mar 01 14:17:40 +0000 2020,698,b'1234120623858819072'
5091,Twitter for iPhone,"b'WATCH THE OFFICIAL TRAILER FOR  : THE FALCON AND THE WINTER SOLDIER, RIGHT NOW !!! \nSHARE THIS !! NOW!! \n\nDISNEY YO\xe2\x80\xa6 https://t.co/zdR6Z5GlOK'",,False,Sun Feb 02 21:24:05 +0000 2020,2074,b'1224081075988836352'
39928,Twitter for iPhone,b'I was hesitant on sharing my story but words can not express how happy I am. I feel like I officially closed a chap\xe2\x80\xa6 https://t.co/R81dYgxMPV',,False,Tue Mar 03 02:25:35 +0000 2020,3084,b'1234666200170291200'
3976,Twitter Web App,"b""President Trump doesn't just reject economists' warnings that he needs to act to avert recession\n\nhe told me today\xe2\x80\xa6 https://t.co/4sqYwhL801""",,False,Fri Mar 06 21:35:58 +0000 2020,2223,b'1236042866826383360'
1235,Twitter for iPhone,b'Labour\xe2\x80\x99s official report into worst electoral defeat for 80 years - written by Ian Lavery and Andrew Gwynne - has e\xe2\x80\xa6 https://t.co/nsxnciAlWM',,False,Wed Jan 29 07:36:32 +0000 2020,605,b'1222423266045911040'
2079,Twitter for Android,b'Protest puppies https://t.co/9qdSrnBUcw',,False,Mon Mar 02 00:07:01 +0000 2020,376,b'1234268940508942336'
5950,Twitter for iPhone,b'So let me get this straight: Trump admin officials greeted the Coronavirus evacuees from China at Travis AFB withou\xe2\x80\xa6 https://t.co/mOzCNt26E7',,False,Fri Feb 28 03:12:26 +0000 2020,2537,b'1233228439630630912'
18403,Twitter Media Studio,"b'""I\'m so ugly.""\n\nPeople are rallying around this 4-year-old Black girl after a video of her calling herself ugly wen\xe2\x80\xa6 https://t.co/zW7Uctasla'",,False,Tue Mar 10 20:45:02 +0000 2020,9964,b'1237479599195463682'
273,Twitter Web App,"b""There's some Chinese social media posts basically announcing:\n\n1. New railways and trains:\n2. Most of the snow bein\xe2\x80\xa6 https://t.co/NasZfVTRQ8""",,False,Mon Mar 02 10:29:06 +0000 2020,53,b'1234425494155587584'
1137,Twitter for Android,b'British Airways landing at NMIA last Wednesday. I was scared out of my wits. I thought the 777 broke in two. Hardes\xe2\x80\xa6 https://t.co/LPC4R4yrJL',,False,Sun Mar 08 21:57:40 +0000 2020,230,b'1236773103478411264'
8234,Twitter for Android,b'#LALISA (Teaser)\nA Documentary Film \xf0\x9f\x8e\xa5\n03.27.2020 \n\n#LISA #BLACKPINK\n@ygofficialblink https://t.co/evOFHkGewb',,False,Mon Feb 03 04:07:04 +0000 2020,4437,b'1224182489544921089'
2314,Twitter Web App,"b""I'm down to 5 cigarettes. I gotta get out of the place that I came to get out of a place. \n\nLast election, I voted\xe2\x80\xa6 https://t.co/xq9fqJAQpp""",,False,Thu Jan 30 02:00:57 +0000 2020,328,b'1222701199100649473'
66,Twitter for iPhone,b'Bernie\xe2\x80\x99s record has escaped the close scrutiny other candidates have received. \n\nBut don\xe2\x80\x99t believe for a minute tha\xe2\x80\xa6 https://t.co/48nr2Tb1zE',,False,Tue Jan 28 23:27:35 +0000 2020,25,b'1222300214394007558'
23582,Twitter for iPhone,"b'After listening to the Dems\xe2\x80\x99 20+ hours of argument and the rebuttal arguments from @realDonaldTrump, I\xe2\x80\x99ve got lots\xe2\x80\xa6 https://t.co/dCs0BIZevM'",,False,Tue Jan 28 19:33:23 +0000 2020,5287,b'1222241277800013825'
12430,Twitter for iPhone,"b'Fake news Ted Cruz, makes up something that can\xe2\x80\x99t be made up. Lev Parnas\xe2\x80\x99 attorneys attended the trial, while Lev j\xe2\x80\xa6 https://t.co/hUrAkx0oVw'",,False,Wed Jan 29 21:45:26 +0000 2020,4464,b'1222636896632954882'
1194,Twitter for iPad,"b'#qanda Stan Grant is right. This land was stolen, and our response to Corona virus shows we are still racist'",,False,Mon Feb 24 11:24:35 +0000 2020,201,b'1231902738205667328'
156,TweetDeck,"b'TV star Scott Cam has defended his $350,000 government ambassador position after it was revealed he had already poc\xe2\x80\xa6 https://t.co/32gt5Athdp'",,False,Mon Mar 09 23:40:44 +0000 2020,89,b'1237161428512993280'
3065,Twitter Web App,b'How many more gunmen need to fire shots in the air before Hindutva is officially categorised as a terrorist ideology?',,False,Sat Feb 01 12:13:38 +0000 2020,803,b'1223580162144395266'
94982,Twitter Web App,"b'We had weeks of warning. Weeks to prepare. Excuse my language, but this is completely unacceptable. Where the hell\xe2\x80\xa6 https://t.co/Bn7wHyMg2i'",,False,Fri Mar 06 16:38:40 +0000 2020,19898,b'1235968047950614529'
984,Twitter for Android,b'Who knows this city better than their own? \n\n#LosSantos\n#GTAOnline \n#SecretShadowz https://t.co/DM0thoDoie',,False,Sun Mar 08 09:58:38 +0000 2020,183,b'1236592152999792641'
5687,Twitter for iPhone,b'Saying \xe2\x80\x9cI don\xe2\x80\x99t know the guy\xe2\x80\x9d only to find an 80-min tape of you yucking it up about taking out a career ambassador\xe2\x80\xa6 https://t.co/5f6EOF1Uf5',,False,Sun Jan 26 02:32:34 +0000 2020,957,b'1221259606900531200'
1029,TweetDeck,"b""I'm starting my #birdweek with the trusty old kingfisher a bird I sometimes get a bit numb to seeing so many by riv\xe2\x80\xa6 https://t.co/BGjHJI0bSe""",,False,Mon Mar 09 09:22:00 +0000 2020,129,b'1236945319629332481'
2619,Twitter for iPhone,b'Any chance that the announcement of Johnson\xe2\x80\x99s nth offspring &amp; forthcoming royal wedding is timed to take floods/vir\xe2\x80\xa6 https://t.co/pwYeXLWp4I',,False,Sat Feb 29 18:54:30 +0000 2020,765,b'1233827902791307267'
107,Twitter Web App,"b""Friends, if you've been #SocialDistancing (particularly isolating/quarantining), how are you making sure you stay c\xe2\x80\xa6 https://t.co/VpgUExXKGF""",,False,Thu Mar 12 17:43:31 +0000 2020,15,b'1238158694287921154'
3620,Twitter for iPhone,b'What Trump\xe2\x80\x99s sycophants are doing to John Bolton proves again that in Trump\xe2\x80\x99s Republican Party it doesn\xe2\x80\x99t matter wh\xe2\x80\xa6 https://t.co/VQdMB47hhI',,False,Tue Jan 28 20:37:40 +0000 2020,997,b'1222257455087935493'
22466,Twitter for Android,b'These @ProjectLincoln ads are no joke! https://t.co/d8IErDcXtr',,False,Sun Feb 02 21:18:20 +0000 2020,8071,b'1224079626949054465'
4134,Twitter Media Studio,b'President Trump\xe2\x80\x99s defense of his egregious misconduct amounts to \xe2\x80\x9cso what?\xe2\x80\x9d They want us to believe it\xe2\x80\x99s okay to so\xe2\x80\xa6 https://t.co/4bXLPXnX3A',,False,Thu Jan 30 16:04:29 +0000 2020,1722,b'1222913480732413954'
1720,Twitter for iPad,"b'\xe2\x9d\xa4\xef\xb8\x8f JACK THE BABY GOOSE LOVES HIS ADOPTIVE \xe2\x80\x98MOTHERS, BUT THE EARLY FLYING LESSONS ARE AMAZING TO WATCH.\xe2\x80\xa6 https://t.co/nQygXyCZHk'",,False,Thu Feb 27 07:06:44 +0000 2020,760,b'1232925013457743872'
2770,Twitter Web App,"b""Lamar Alexander says Trump's guilt has been proven. Then he loses it:\n1 Doesn't want witnesses to show how bad it i\xe2\x80\xa6 https://t.co/y41LgWJSAQ""",,False,Fri Jan 31 12:43:14 +0000 2020,953,b'1223225223484407810'
2964,Twitter for iPhone,b'Horrified to learn some people are literally ripping hand gel from hospital walls and stealing it from patients\xe2\x80\x99 be\xe2\x80\xa6 https://t.co/06HTi7NLn6',,False,Sat Mar 07 07:57:23 +0000 2020,996,b'1236199250977009664'
6758,Twitter for iPhone,b'The Republican Party in the age of Trump has worked out a complex division of labor:\nRepublican elected officials:\xe2\x80\xa6 https://t.co/51By92gTWm',,False,Sat Feb 01 14:15:50 +0000 2020,1861,b'1223610917163802624'
1083,Twitter for iPhone,b'Republican Congressman Matt Gaetz wore a gas mask on the floor of the House of Representatives to make fun of the c\xe2\x80\xa6 https://t.co/PlNCktCFHm',,False,Sat Mar 07 19:43:58 +0000 2020,551,b'1236377068025163776'
4957,Twitter for iPhone,b'\xe2\x80\x9cSeize the day!\xe2\x80\x9d\n\xe2\x80\x9cNah\xe2\x80\x9d',,False,Sun Mar 08 14:34:55 +0000 2020,832,b'1236661680240758797'
280,Twitter for iPhone,b'Happy birthday you little McNugget https://t.co/aftPqDairU',,False,Mon Feb 03 21:03:10 +0000 2020,26,b'1224438199004483585'
1511,Twitter for iPhone,b'Better then anyone that\xe2\x80\x99s played the game in this country ..absolutely had it all ..so many people talk about KDB b\xe2\x80\xa6 https://t.co/GZOq6LXAKe',,False,Sat Feb 29 13:15:36 +0000 2020,244,b'1233742615675318272'
512,Twitter for iPhone,"b""The President at a White House Black History event intros HHS Secy Alex Azar -- \xe2\x80\x9cand he's working very hard on a th\xe2\x80\xa6 https://t.co/JWRMBiblrJ""",,False,Fri Feb 28 21:31:40 +0000 2020,181,b'1233505069099864065'
1051,Twitter for iPhone,b'\xf0\x9f\x98\x82\xf0\x9f\xa4\xa3\xf0\x9f\x98\x82\xf0\x9f\xa4\xa3\nI wonder if he feels it was worth it to waste hundreds of millions on this vanity project only to have his bac\xe2\x80\xa6 https://t.co/vimFRW9JCA',,False,Wed Mar 04 15:21:06 +0000 2020,127,b'1235223752834715649'
11674,Twitter for Android,"b""If this is a negotiating tactic, it will fail. If a genuine policy, it's absurd. The Convention is a great British\xe2\x80\xa6 https://t.co/GwxqKVhpNH""",,False,Thu Mar 05 20:38:48 +0000 2020,4732,b'1235666091092959232'
3020,Twitter Web App,"b""They didn't let Parnas in because of the ankle bracelet. But, but . . . it's reported he's gonna make news today an\xe2\x80\xa6 https://t.co/Z9513pd6Do""",,False,Wed Jan 29 17:45:50 +0000 2020,968,b'1222576600169971714'
4555,Twitter Web App,b'Sekulow speaks as though Trump is an innocent victim of law enforcement and congressional investigations. He is not\xe2\x80\xa6 https://t.co/errHA0FpZF',,False,Tue Jan 28 19:14:29 +0000 2020,1384,b'1222236523141259265'
7666,Twitter for Android,"b""That moment when you block someone while they're still \ntyping https://t.co/OzoQxLo32i""",,False,Mon Mar 09 06:18:56 +0000 2020,2264,b'1236899251520704512'
1973,Twitter Web App,"b'In Iran, horrific videos of #CoronaVirus are emerging. The situation is disastrous especially in the province of Gi\xe2\x80\xa6 https://t.co/djBmggOXZt'",,False,Sat Mar 07 23:00:40 +0000 2020,969,b'1236426570081939458'
671,Twitter for iPhone,"b'I\xe2\x80\x99m protesting Criminal Trump and the Coverup GOP at 1pm today, Pearl Park, Minneapolis. Join me. Bring a sign. Bri\xe2\x80\xa6 https://t.co/ONV6BWltdQ'",,False,Sat Feb 01 13:10:41 +0000 2020,233,b'1223594519280570368'
1671,Twitter for Android,b'The need for paid leave during Coronavirus quarantine is a big unresolved issue. Though the labor movement fought f\xe2\x80\xa6 https://t.co/z0JpqO2rQH',,False,Fri Mar 06 18:15:08 +0000 2020,422,b'1235992325437833216'
197,Twitter Web App,b'The so-called #PeacePlan is to the detriment of #Palestine and presented as an ultimatum depicts a setback in the c\xe2\x80\xa6 https://t.co/SstflzD6zI',,False,Wed Jan 29 08:07:26 +0000 2020,67,b'1222431039039119360'
139,Twitter for Android,b'#Writers\nHow do you go about finishing a novel? \n\nDo you write the ending first? Do you have an outline? Or do you\xe2\x80\xa6 https://t.co/1JJrTBqRlc',,False,Wed Feb 26 15:20:50 +0000 2020,20,b'1232686967915024385'
172,Twitter for iPhone,b'JESUS FUCKING CHRIST. Local news right now. https://t.co/lJNOxrBKgO',,False,Fri Jan 31 22:43:52 +0000 2020,50,b'1223376378403475457'
3984,Twitter Media Studio,b'Prepare for takeoff and watch the NEW #TopGun: Maverick \xe2\x80\x9cBig Game\xe2\x80\x9d spot starring @TomCruise \xe2\x80\x93 In theatres June 26. https://t.co/srK8jzT3pc',,False,Sun Feb 02 23:37:46 +0000 2020,1318,b'1224114718324871171'
580,Twitter for Android,b'Internet footage where this #Chinese delivery staff proudly demonstrates how they steal from their own clients.\n\nDu\xe2\x80\xa6 https://t.co/vapbqfxJRN',,False,Wed Jan 29 15:25:54 +0000 2020,687,b'1222541384101425153'
4815,Twitter for iPhone,b'Hearing that the LA Kings are talking to Will Ferrell about being their representative in the April draft lottery.\xe2\x80\xa6 https://t.co/T4cfRQs4lg',,False,Wed Mar 04 03:08:21 +0000 2020,420,b'1235039349688815616'
16774,Twitter for iPhone,"b'Trump is using/abusing the impeachment trial to attack Biden, Muller, the FBI, Comey, Lisa Page, Nellie Orr, and on\xe2\x80\xa6 https://t.co/FOjT1Jquhz'",,False,Tue Jan 28 18:53:32 +0000 2020,5295,b'1222231251047931904'
3774,Twitter Web Client,b'Who needs Republicans with Dems like these? What an absolute embarrassment: Feinstein leans toward acquitting Trump\xe2\x80\xa6 https://t.co/ejGuv66Vw4',,False,Tue Jan 28 22:29:05 +0000 2020,759,b'1222285493464780801'
417,Twitter Web App,"b'Why are people stockpiling toilet rolls &amp; pasta? Paracetamol &amp; tissues I could understand, but unless people are co\xe2\x80\xa6 https://t.co/43pZHqNjCL'",,False,Sat Mar 07 21:10:44 +0000 2020,85,b'1236398902179487745'
5920,Twitter for iPhone,"b'\xe2\x80\x9cPublic health officials are warning that no one knows how deeply the virus will spread, in part because the federa\xe2\x80\xa6 https://t.co/c6cEgWK6o0'",,False,Sat Mar 07 17:47:12 +0000 2020,2813,b'1236347681531969538'
798,Hootsuite Inc.,"b""I'll say it again:\n\nWhatever disagreements the Minister has with #abhealth workers, he should set them aside.\n\nWe u\xe2\x80\xa6 https://t.co/sZN1kXDKwP""",,False,Fri Mar 13 13:30:31 +0000 2020,264,b'1238457413168254976'
13328,Twitter for iPhone,b'BREAKING: First coronavirus case confirmed in DC. I guess Trump was lying when he said this was all going to slow d\xe2\x80\xa6 https://t.co/q6ubym5ajw',,False,Sat Mar 07 23:40:52 +0000 2020,3160,b'1236436684604129286'
33856,Twitter Web App,"b'Make your Wednesday cruise by with #BTSCarpool Karaoke on @latelateshow with @BTS_twt and @JKCorden, or as he is no\xe2\x80\xa6 https://t.co/T8o2HDM6Az'",,False,Wed Feb 26 18:58:01 +0000 2020,7925,b'1232741627598258176'
1986,Twitter Web App,b'We do it for the fans! \xf0\x9f\x8f\x9f\xf0\x9f\x8d\xbb\xf0\x9f\x8e\x89 We can\xe2\x80\x99t believe #BoysInTheBand has been out for over a year already!! Time flies!\xe2\x80\xa6 https://t.co/9sUNLGJ4F7',,False,Fri Mar 06 22:04:56 +0000 2020,230,b'1236050156040212480'
2021,Twitter for iPhone,"b'Feel that?\nIt\xe2\x80\x99s called HOPE!\nBecause for the first time in over three years decency, dignity, and a Democrat won th\xe2\x80\xa6 https://t.co/cT7lKcLyLR'",,False,Wed Mar 04 17:14:03 +0000 2020,257,b'1235252175363690496'
1768,Twitter for Android,"b'Conversation that I\'m sick to death of having:\n\n""This isn\'t how math was taught when I grew up.""\n\nAnd how do you fe\xe2\x80\xa6 https://t.co/N4ZmysO2go'",,False,Sun Mar 01 14:42:05 +0000 2020,276,b'1234126769193652224'
35658,Twitter for Android,b'If America knew Trump traded the continuation of his licensing deal at Trump Towers Istanbul for a retreat of U.S.\xe2\x80\xa6 https://t.co/LkpyIOMOum',,False,Sat Feb 01 19:12:03 +0000 2020,13356,b'1223685459068497920'
96,Twitter Web App,"b'@Andrew_Adonis There\xe2\x80\x99s a clear majority for Remain, and the number that voted for leave supporting parties in the l\xe2\x80\xa6 https://t.co/os7UHe8tf8'",Andrew_Adonis,False,Wed Jan 29 12:08:07 +0000 2020,23,b'1222491609780146176'
273,Twitter Web App,b'Secret killings. Cover-ups. Explosive new allegations of war crimes by Australian special forces in Afghanistan. Mo\xe2\x80\xa6 https://t.co/efQhVNAOcy',,False,Fri Mar 13 00:59:13 +0000 2020,209,b'1238268341019533312'
1612,Twitter for iPhone,"b'Thank you for all the support!! Love Island has been the best experience of my life, I\xe2\x80\x99ve made best friends and met\xe2\x80\xa6 https://t.co/R9SEsXKyFk'",,False,Fri Feb 28 17:25:02 +0000 2020,26,b'1233443001520861184'
2569,Twitter for iPhone,b'Already missing London\xe2\x80\x99s gorgeous weather \xf0\x9f\x8c\xa8\xf0\x9f\x8c\xab\xf0\x9f\x8c\xaa #pressday \xf0\x9f\x8c\xba I cannot wait to be back when \xe2\x80\x9cSmoke &amp; Mirrors\xe2\x80\x9d tours UK\xe2\x80\xa6 https://t.co/sUxtyg7pW7',,False,Sun Feb 02 19:36:19 +0000 2020,163,b'1224053954100723712'
1761,Twitter for iPhone,"b'Keep an eye on Keith Richards. He\xe2\x80\x99s my coronavirus barometer. If he goes, we all go.'",,False,Sat Mar 07 12:40:26 +0000 2020,665,b'1236270481625485314'
900,Twitter for iPhone,"b""It's coronavirus out there, they said.\xf0\x9f\x98\xb7\nUse fists only to touch anything, they said.\xf0\x9f\x91\x8a\xf0\x9f\x8f\xbb\xe2\x9c\x8a\xf0\x9f\x8f\xbb\n#coronavirus #bach\xe2\x80\xa6 https://t.co/gnna5UFerf""",,False,Fri Mar 06 22:22:14 +0000 2020,271,b'1236054510864347140'
16240,Twitter Media Studio,"b""Pres. Trump:\n\nThis is your #DailyLie. It's simply not true that your admin has helped make tests available to every\xe2\x80\xa6 https://t.co/c2wGWuZPVr""",,False,Sun Mar 08 01:30:35 +0000 2020,5034,b'1236464298593079296'
3585,Sprinklr,b'Breaking news:\n\nArvind Krishna elected as IBM Chief Executive Officer\nJim Whitehurst elected IBM President\nGinni Ro\xe2\x80\xa6 https://t.co/XZ4AdWwbRX',,False,Thu Jan 30 23:35:28 +0000 2020,1456,b'1223026975171928069'
15716,Twitter Web App,b'life sometimes feels suffocating',,False,Wed Mar 04 05:50:01 +0000 2020,4319,b'1235080035725262848'
720,SocialFlow,b'VIRUS STIMULUS? Warren Calls for $400 BILLION Package to Fight Coronavirus Economic Fallout https://t.co/oFeK59xW7u',,False,Mon Mar 02 18:12:41 +0000 2020,193,b'1234542157291192327'
444,Twitter for iPhone,"b'Two embattled politicians \xe2\x80\x94 one impeached, the other indicted \xe2\x80\x94announce an Israeli-Palestinian peace plan that the\xe2\x80\xa6 https://t.co/EITl57FKZs'",,False,Tue Jan 28 17:56:21 +0000 2020,233,b'1222216858260119553'
4519,Twitter for iPhone,"b'One...man...band. @walterpayton 1977 season was just insane. If you haven\xe2\x80\x99t seen this vid, watch it till the end. G\xe2\x80\xa6 https://t.co/1WDGdbmCqq'",,False,Tue Mar 10 19:19:21 +0000 2020,1037,b'1237458037171990530'
859,Buffer,"b'AP: ""All of Trump\'s properties, at home and abroad, would stand to suffer if travel and tourism business continues\xe2\x80\xa6 https://t.co/S1ctTGyOmY'",,False,Tue Mar 10 02:35:01 +0000 2020,313,b'1237205286148079617'
5337,Twitter Web App,"b""Not even 9:30 and I'm having to tell people they can't wank away coronavirus how's your Saturday going? https://t.co/kMxhDczCW5""",,False,Sat Mar 07 09:16:19 +0000 2020,819,b'1236219113095204864'
155,Twitter Web App,"b""Dems are playing directly into administration's hands on #COVID19US. By Nov election, threat of the virus will sure\xe2\x80\xa6 https://t.co/TgZfu0wnv6""",,False,Thu Feb 27 17:23:17 +0000 2020,20,b'1233080173890691072'
3446,Twitter for Android,"b'My speaking tour in Rome, Perugia, Spain and Hongkong stands cancelled due to the Corona virus concerns. The US tou\xe2\x80\xa6 https://t.co/Z19xO7FdQE'",,False,Sun Mar 08 04:42:09 +0000 2020,363,b'1236512506119684101'
492,Twitter for Android,"b""I don't know what I expected. The only people awake right now are perverts, insomniacs and the british.""",,False,Tue Mar 03 10:19:38 +0000 2020,63,b'1234785498704568320'
1767,Twitter Web App,"b'#VERIFIED\n\n\xf0\x9f\x91\x89Just took a round of almost every area- uttam nagar, Khyala, Rajouri, Nawada, Raghubir Nagar, Tilak nag\xe2\x80\xa6 https://t.co/zHjyTQdvWp'",,False,Sun Mar 01 17:14:15 +0000 2020,531,b'1234165064065679360'
6041,The White House,"b'""As a unified nation, we can address this virus effectively and aggressively."" https://t.co/vU4uxUqEPX'",,False,Fri Mar 13 13:27:31 +0000 2020,1066,b'1238456658109530113'
3080,Twitter for iPhone,b'SO PROUD OF MY SON !   Please watch the video and then click the link.   https://t.co/adrAKj2QKf   @LLSNewJersey\xe2\x80\xa6 https://t.co/AIBfu2ejZm',,False,Thu Feb 27 04:06:23 +0000 2020,704,b'1232879625317036033'
2672,Twitter Web App,"b'NEW - from @alexismadrigal and me\n\nAfter gathering data from all 50 states, and surveying dozens of local officials\xe2\x80\xa6 https://t.co/pTByfzRQLv'",,False,Fri Mar 06 16:48:22 +0000 2020,1851,b'1235970490554093569'
2246,Twitter for iPhone,b'Aye yo .@JoeBiden..... \n\nYou come try to take my guns...\n I\xe2\x80\x99ll fuck ya old ass up bro. \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 \n\n#RumbleMeDickhead',,False,Tue Mar 10 21:10:59 +0000 2020,217,b'1237486129168998405'
